,Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
761,Rasmussen,2016-07-26,2016-07-27,2016-07-28T19:43:02Z,1000.0,Likely Voters,IVR/Online,42.0,43.0,10.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24988,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
762,YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,1057.0,Registered Voters,Internet,38.0,40.0,8.0,9.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
763,YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,406.0,Registered Voters - Democrat,Internet,6.0,81.0,4.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
764,YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,287.0,Registered Voters - Republican,Internet,78.0,6.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
765,YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,364.0,Registered Voters - independent,Internet,38.0,26.0,13.0,15.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
766,Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,1000.0,Likely Voters,Internet,44.0,41.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
767,Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - Democrat,Internet,9.0,79.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
768,Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - Republican,Internet,85.0,3.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
769,Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - independent,Internet,33.0,28.0,,20.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
770,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,1118.0,Registered Voters,Live Phone,44.0,43.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
771,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Democrat,Live Phone,11.0,84.0,0.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
772,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Republican,Live Phone,82.0,6.0,3.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
773,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - independent,Live Phone,43.0,35.0,7.0,15.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
774,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,1118.0,Registered Voters,Live Phone,40.0,39.0,2.0,7.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
775,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Democrat,Live Phone,10.0,79.0,0.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
776,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Republican,Live Phone,81.0,6.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
777,CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - independent,Live Phone,37.0,31.0,3.0,11.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
778,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,882.0,Registered Voters,Live Phone,48.0,45.0,6.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
779,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Democrat,Live Phone,7.0,88.0,3.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
780,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Republican,Live Phone,90.0,8.0,3.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
781,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - independent,Live Phone,50.0,37.0,12.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
782,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,882.0,Registered Voters,Live Phone,44.0,39.0,3.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
783,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Democrat,Live Phone,7.0,82.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
784,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Republican,Live Phone,84.0,6.0,2.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
785,CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - independent,Live Phone,45.0,27.0,4.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
786,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,2502.0,Registered Voters,Internet,44.0,40.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
787,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,830.0,Registered Voters - Democrat,Internet,9.0,81.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
788,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,796.0,Registered Voters - Republican,Internet,85.0,7.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
789,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,876.0,Registered Voters - independent,Internet,40.0,30.0,,31.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
790,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,2502.0,Registered Voters,Internet,40.0,36.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
791,Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,830.0,Registered Voters - Democrat,Internet,8.0,77.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
